"Item_Identifier","Item_Category","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Years_Open","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"L09","FD",19.6,"Regular",0.128235131,"Snack Foods",169.2816,14,"OUT049","Medium","Tier 1","Supermarket Type1",1174.4712
"A17","NC",20.6,"Low Fat",0,"Health and Hygiene",148.8392,16,"OUT046","Small","Tier 1","Supermarket Type1",2684.5056
"L29","NC",9.695,"Low Fat",0.114583922,"Health and Hygiene",156.4604,6,"OUT017","Small","Tier 2","Supermarket Type1",2535.3664
"S20","FD",8.85,"Low Fat",0.054171606,"Fruits and Vegetables",183.9292,6,"OUT017","Small","Tier 2","Supermarket Type1",2918.8672
"D19","NC",8.93,"Low Fat",0,"Household",53.2614,14,"OUT049","Medium","Tier 1","Supermarket Type1",552.614
"F05","FD",17.5,"Low Fat",0.026912667,"Frozen Foods",261.291,14,"OUT049","Medium","Tier 1","Supermarket Type1",3418.883
"I44","FD",16.1,"Low Fat",0.100799828,"Fruits and Vegetables",78.4328,6,"OUT017","Small","Tier 2","Supermarket Type1",1467.4232
"Y29","NC",13.65,"Low Fat",0.077390746,"Health and Hygiene",54.693,11,"OUT045","Small","Tier 2","Supermarket Type1",679.116
"C60","FD",5.425,"Regular",0.191603334,"Baking Goods",87.0514,15,"OUT010","Medium","Tier 3","Grocery Store",88.5514
"L49","DR",13.15,"Low Fat",0.056543464,"Soft Drinks",140.5812,11,"OUT045","Small","Tier 2","Supermarket Type1",427.4436
"T39","FD",6.26,"Regular",0.009923732,"Meat",152.8366,6,"OUT017","Small","Tier 2","Supermarket Type1",3778.415
"E50","FD",19.7,"Regular",0.016238512,"Canned",186.4556,11,"OUT045","Small","Tier 2","Supermarket Type1",5069.4012
"K25","FD",12.768202247191,"Regular",0.156072361,"Breakfast",169.3474,28,"OUT027","Medium","Tier 3","Supermarket Type3",3874.2902
"K13","DR",11.8,"Low Fat",0.115636723,"Soft Drinks",199.7084,4,"OUT018","Medium","Tier 3","Supermarket Type2",3571.3512
"D24","DR",13.85,"Low Fat",0.030920531,"Soft Drinks",141.0154,4,"OUT018","Medium","Tier 3","Supermarket Type2",1701.7848
"X60","FD",14.35,"Low Fat",0.080594133,"Baking Goods",80.996,16,"OUT046","Small","Tier 1","Supermarket Type1",1757.712
"T40","FD",12.867061281337,"Low Fat",0.167725251,"Frozen Foods",128.3678,28,"OUT019","Small","Tier 1","Grocery Store",127.1678
"J20","FD",20.7,"Regular",0.100378096,"Fruits and Vegetables",122.4388,11,"OUT045","Small","Tier 2","Supermarket Type1",1238.388
"I58","FD",7.64,"Regular",0.070847865,"Snack Foods",91.712,11,"OUT045","Small","Tier 2","Supermarket Type1",2050.664
"X04","FD",19.6,"Regular",0.04163619,"Frozen Foods",47.3376,14,"OUT049","Medium","Tier 1","Supermarket Type1",1150.5024
"K55","FD",18.5,"Low Fat",0.025756826,"Meat",87.2172,9,"OUT035","Small","Tier 2","Supermarket Type1",802.9548
"H06","NC",12.3,"Low Fat",0.076987408,"Household",247.946,6,"OUT017","Small","Tier 2","Supermarket Type1",3202.498
"G54","NC",12.1,"Low Fat",0.079968115,"Household",170.8106,11,"OUT045","Small","Tier 2","Supermarket Type1",4619.9862
"N46","FD",7.21,"Regular",0.14460413,"Snack Foods",102.6332,9,"OUT035","Small","Tier 2","Supermarket Type1",2153.1972
"S46","FD",17.6,"Regular",0.047524635,"Snack Foods",118.2782,6,"OUT017","Small","Tier 2","Supermarket Type1",715.0692
"M24","FD",6.135,"Regular",0.079776075,"Baking Goods",152.8366,6,"OUT017","Small","Tier 2","Supermarket Type1",1964.7758
"C07","NC",19.6,"Low Fat",0.023988387,"Household",104.5964,14,"OUT049","Medium","Tier 1","Supermarket Type1",1262.3568
"G51","DR",12.1,"Low Fat",0.011563024,"Dairy",164.9526,11,"OUT045","Small","Tier 2","Supermarket Type1",2302.3364
"S53","NC",14.5,"Low Fat",0.089703476,"Health and Hygiene",158.3604,26,"OUT013","High","Tier 3","Supermarket Type1",1109.2228
"C33","FD",8.96,"Regular",0.06893834,"Fruits and Vegetables",196.4768,16,"OUT046","Small","Tier 1","Supermarket Type1",2561.9984
"D14","FD",20.7,"Low Fat",0.169667145,"Canned",183.5266,26,"OUT013","High","Tier 3","Supermarket Type1",4426.2384
"J52","FD",7.145,"Low Fat",0.017814518,"Frozen Foods",159.8578,14,"OUT049","Medium","Tier 1","Supermarket Type1",2246.4092
"V33","FD",9.6,"Regular",0.027399064,"Snack Foods",258.3304,11,"OUT045","Small","Tier 2","Supermarket Type1",4133.2864
"Y33","FD",14.5,"Regular",0.097398254,"Snack Foods",157.4262,11,"OUT045","Small","Tier 2","Supermarket Type1",3978.155
"E28","FD",12.867061281337,"Regular",0.232072674,"Frozen Foods",229.4668,28,"OUT019","Small","Tier 1","Grocery Store",460.7336
"A57","FD",18.85,"Low Fat",0.039723999,"Snack Foods",41.048,11,"OUT045","Small","Tier 2","Supermarket Type1",918.804
"C27","DR",13.8,"Low Fat",0.05843112,"Dairy",243.6802,6,"OUT017","Small","Tier 2","Supermarket Type1",1965.4416
"A27","FD",20.35,"Regular",0.030990354,"Dairy",256.3672,11,"OUT045","Small","Tier 2","Supermarket Type1",1022.6688
"O57","FD",20.75,"Low Fat",0.108689606,"Snack Foods",159.3578,9,"OUT035","Small","Tier 2","Supermarket Type1",4492.8184
"Z44","FD",8.185,"Low Fat",0.038721734,"Fruits and Vegetables",115.8808,9,"OUT035","Small","Tier 2","Supermarket Type1",1523.3504
"A58","FD",9.395,"Low Fat",0.103664897,"Snack Foods",233.6932,26,"OUT013","High","Tier 3","Supermarket Type1",1414.1592
"B01","DR",7.39,"Low Fat",0.082367244,"Soft Drinks",187.753,14,"OUT049","Medium","Tier 1","Supermarket Type1",1518.024
"X45","FD",16.75,"Low Fat",0.105282932,"Snack Foods",156.963,4,"OUT018","Medium","Tier 3","Supermarket Type2",2816.334
"Y12","FD",9.8,"Regular",0.141406394,"Baking Goods",50.0008,6,"OUT017","Small","Tier 2","Supermarket Type1",506.008
"Z29","NC",15,"Low Fat",0.071516201,"Health and Hygiene",127.7362,11,"OUT045","Small","Tier 2","Supermarket Type1",1761.7068
"F09","FD",6.215,"Low Fat",0.012198395,"Fruits and Vegetables",37.4848,4,"OUT018","Medium","Tier 3","Supermarket Type2",186.424
"R48","FD",11.65,"Low Fat",0.132248069,"Baking Goods",150.5024,6,"OUT017","Small","Tier 2","Supermarket Type1",3187.8504
"H29","NC",5.51,"Low Fat",0.034445116,"Health and Hygiene",95.8726,26,"OUT013","High","Tier 3","Supermarket Type1",2153.1972
"N08","FD",7.72,"Regular",0.088543868,"Fruits and Vegetables",117.5466,11,"OUT045","Small","Tier 2","Supermarket Type1",824.9262
"N30","NC",16.35,"Low Fat",0.016979063,"Household",97.441,26,"OUT013","High","Tier 3","Supermarket Type1",772.328
"S12","FD",12.2771082089552,"Low Fat",0.304859104,"Baking Goods",125.4362,28,"OUT019","Small","Tier 1","Grocery Store",755.0172
"N58","FD",13.8,"Regular",0.056825065,"Snack Foods",230.9984,26,"OUT013","High","Tier 3","Supermarket Type1",4633.968
"F50","FD",4.905,"Low Fat",0.1175683,"Canned",197.6768,11,"OUT045","Small","Tier 2","Supermarket Type1",2956.152
"R54","NC",16.35,"Low Fat",0.090562192,"Household",198.211,16,"OUT046","Small","Tier 1","Supermarket Type1",1964.11
"Q21","FD",21.25,"Low Fat",0.019423232,"Snack Foods",120.8756,16,"OUT046","Small","Tier 1","Supermarket Type1",3150.5656
"A13","FD",15.85,"Low Fat",0.078489577,"Canned",39.9506,26,"OUT013","High","Tier 3","Supermarket Type1",645.1602
"Y47","FD",8.6,"Regular",0.054706408,"Breads",128.931,4,"OUT018","Medium","Tier 3","Supermarket Type2",1428.141
"F31","NC",9.13,"Low Fat",0.051804278,"Household",150.2024,26,"OUT013","High","Tier 3","Supermarket Type1",1821.6288
"L44","FD",13.2247693817468,"Low Fat",0.012215675,"Fruits and Vegetables",162.7894,28,"OUT027","Medium","Tier 3","Supermarket Type3",5500.8396
"T51","FD",12.8173442136499,"Regular",0.019117392,"Meat",110.6544,28,"OUT019","Small","Tier 1","Grocery Store",223.7088
"F31","NC",13.3847364953887,"Low Fat",0.090778148,"Household",153.1024,28,"OUT019","Small","Tier 1","Grocery Store",303.6048
"K31","NC",10.895,"Low Fat",0.027047774,"Others",50.6666,16,"OUT046","Small","Tier 1","Supermarket Type1",666.4658
"M47","DR",9.3,"Low Fat",0.043874493,"Hard Drinks",191.0846,11,"OUT045","Small","Tier 2","Supermarket Type1",1337.5922
"L40","FD",17.7,"Low Fat",0.011603492,"Frozen Foods",97.741,26,"OUT013","High","Tier 3","Supermarket Type1",1158.492
"T34","FD",9.3,"Low Fat",0.291826616,"Snack Foods",107.1964,15,"OUT010","Medium","Tier 3","Grocery Store",420.7856
"P40","FD",4.555,"Regular",0.034350673,"Frozen Foods",112.7544,9,"OUT035","Small","Tier 2","Supermarket Type1",1789.6704
"J31","NC",19.2,"Low Fat",0.183686937,"Others",241.8196,6,"OUT017","Small","Tier 2","Supermarket Type1",1687.1372
"T50","FD",13.4260689045936,"Regular",0.107714834,"Dairy",97.8752,28,"OUT027","Medium","Tier 3","Supermarket Type3",2109.2544
"G21","FD",17.35,"Regular",0.146299902,"Seafood",150.405,16,"OUT046","Small","Tier 1","Supermarket Type1",3894.93
"M03","FD",12.65,"Low Fat",0.123531974,"Meat",108.2938,4,"OUT018","Medium","Tier 3","Supermarket Type2",535.969
"O11","FD",8,"Regular",0.030311951,"Breads",247.4092,14,"OUT049","Medium","Tier 1","Supermarket Type1",6972.2576
"X26","FD",17.7,"Low Fat",0.087986599,"Dairy",181.4292,11,"OUT045","Small","Tier 2","Supermarket Type1",2918.8672
"F39","FD",14.85,"Regular",0.019590769,"Dairy",261.591,4,"OUT018","Medium","Tier 3","Supermarket Type2",2366.919
"R53","NC",12.15,"Low Fat",0.242768664,"Health and Hygiene",226.5404,15,"OUT010","Medium","Tier 3","Grocery Store",225.0404
"L57","FD",15.1,"Regular",0.067064128,"Snack Foods",257.9304,9,"OUT035","Small","Tier 2","Supermarket Type1",6458.26
"O44","FD",12.6,"Low Fat",0.087630566,"Fruits and Vegetables",110.0228,11,"OUT045","Small","Tier 2","Supermarket Type1",3205.1612
"Y41","NC",16.75,"Low Fat",0.075721301,"Health and Hygiene",34.3532,9,"OUT035","Small","Tier 2","Supermarket Type1",1042.6428
"L08","FD",10.8,"Low Fat",0.049719026,"Fruits and Vegetables",246.7144,16,"OUT046","Small","Tier 1","Supermarket Type1",5145.3024
"V30","NC",20.2,"Low Fat",0.065932087,"Household",64.851,16,"OUT046","Small","Tier 1","Supermarket Type1",948.765
"L45","FD",12.9878795546559,"Low Fat",0.037505332,"Snack Foods",126.2704,28,"OUT027","Medium","Tier 3","Supermarket Type3",4255.7936
"K09","FD",15.2,"Low Fat",0.092282353,"Snack Foods",227.2352,6,"OUT017","Small","Tier 2","Supermarket Type1",4122.6336
"Q58","FD",7.315,"Low Fat",0.01532563,"Snack Foods",153.434,14,"OUT049","Medium","Tier 1","Supermarket Type1",459.402
"A28","FD",16.1,"Regular",0.047996608,"Frozen Foods",127.0362,4,"OUT018","Medium","Tier 3","Supermarket Type2",1384.1982
"A02","FD",13.4260689045936,"Regular",0.052040539,"Dairy",143.1786,28,"OUT019","Small","Tier 1","Grocery Store",288.9572
"C54","NC",17.75,"Low Fat",0.097629611,"Health and Hygiene",240.4196,26,"OUT013","High","Tier 3","Supermarket Type1",4579.3724
"A55","FD",17.2,"Regular",0.057221177,"Fruits and Vegetables",225.4088,4,"OUT018","Medium","Tier 3","Supermarket Type2",2460.7968
"J43","NC",6.635,"Low Fat",0.045308629,"Household",173.1396,15,"OUT010","Medium","Tier 3","Grocery Store",348.8792
"B19","NC",13.3847364953887,"Low Fat",0.158096128,"Household",86.3882,28,"OUT019","Small","Tier 1","Grocery Store",85.8882
"A19","FD",7.52,"Low Fat",0.055127499,"Fruits and Vegetables",128.2994,16,"OUT046","Small","Tier 1","Supermarket Type1",3983.4814
"D35","FD",12.15,"Low Fat",0.025842905,"Starchy Foods",119.844,26,"OUT013","High","Tier 3","Supermarket Type1",599.22
"K08","FD",9.195,"Regular",0.122802943,"Fruits and Vegetables",100.1016,4,"OUT018","Medium","Tier 3","Supermarket Type2",1113.2176
"N27","FD",12.8173442136499,"Low Fat",0.039370913,"Meat",116.9808,28,"OUT027","Medium","Tier 3","Supermarket Type3",3866.9664
"C19","NC",13.3847364953887,"Low Fat",0.096411426,"Household",192.982,28,"OUT027","Medium","Tier 3","Supermarket Type3",4633.968
"L16","FD",12.85,"Low Fat",0.16871476,"Frozen Foods",47.306,14,"OUT049","Medium","Tier 1","Supermarket Type1",1071.938
"L54","NC",13.3847364953887,"Low Fat",0.082353076,"Household",176.9054,28,"OUT027","Medium","Tier 3","Supermarket Type3",4202.5296
"R33","FD",7.31,"Low Fat",0.026830586,"Snack Foods",108.057,14,"OUT049","Medium","Tier 1","Supermarket Type1",2087.283
"D52","FD",18.25,"Regular",0.183260221,"Dairy",108.557,9,"OUT035","Small","Tier 2","Supermarket Type1",1208.427
"V33","FD",9.6,"Regular",0.027386122,"Snack Foods",259.2304,14,"OUT049","Medium","Tier 1","Supermarket Type1",4649.9472
"F21","FD",10.3,"Regular",0,"Fruits and Vegetables",191.153,9,"OUT035","Small","Tier 2","Supermarket Type1",1707.777
"M56","FD",16.7,"Low Fat",0,"Fruits and Vegetables",109.1912,4,"OUT018","Medium","Tier 3","Supermarket Type2",545.956
"B12","FD",11.15,"Regular",0.105287746,"Baking Goods",103.2648,9,"OUT035","Small","Tier 2","Supermarket Type1",2388.8904
"I48","FD",11.85,"Regular",0,"Baking Goods",51.2666,9,"OUT035","Small","Tier 2","Supermarket Type1",410.1328
"H09","FD",12.6,"Low Fat",0.05616476,"Seafood",51.8982,14,"OUT049","Medium","Tier 1","Supermarket Type1",473.3838
"Q36","FD",7.855,"Regular",0,"Baking Goods",38.3848,16,"OUT046","Small","Tier 1","Supermarket Type1",932.12
"Y16","FD",18.35,"Regular",0.092150005,"Frozen Foods",184.8266,26,"OUT013","High","Tier 3","Supermarket Type1",3872.9586
"M43","NC",13.8532846715328,"Low Fat",0.01938106,"Others",164.321,28,"OUT027","Medium","Tier 3","Supermarket Type3",5546.114
"F59","FD",12.5,"Low Fat",0.071534226,"Starchy Foods",124.902,4,"OUT018","Medium","Tier 3","Supermarket Type2",1771.028
"R38","NC",17.25,"Low Fat",0.113497001,"Household",253.4724,9,"OUT035","Small","Tier 2","Supermarket Type1",755.0172
"Y13","FD",12.1,"Low Fat",0.030121709,"Canned",78.067,9,"OUT035","Small","Tier 2","Supermarket Type1",2220.443
"C40","FD",16,"Regular",0.065051586,"Dairy",76.1986,9,"OUT035","Small","Tier 2","Supermarket Type1",1090.5804
"T11","FD",5.94,"Regular",0.029538509,"Breads",189.4556,6,"OUT017","Small","Tier 2","Supermarket Type1",1877.556
"T59","FD",13.65,"Low Fat",0.015976249,"Breads",230.2668,4,"OUT018","Medium","Tier 3","Supermarket Type2",2994.7684
"U54","NC",8.88,"Low Fat",0.098622378,"Household",208.427,16,"OUT046","Small","Tier 1","Supermarket Type1",5452.902
"G34","FD",11.5,"Regular",0.062885197,"Snack Foods",106.7254,15,"OUT010","Medium","Tier 3","Grocery Store",542.627
"Q36","FD",7.855,"Regular",0.162461219,"Baking Goods",39.2848,6,"OUT017","Small","Tier 2","Supermarket Type1",857.5504
"Z11","DR",8.85,"Regular",0.112840108,"Soft Drinks",122.0388,14,"OUT049","Medium","Tier 1","Supermarket Type1",1238.388
"H23","DR",11.4003278688525,"Low Fat",0.298205272,"Hard Drinks",55.7614,28,"OUT019","Small","Tier 1","Grocery Store",110.5228
"T55","FD",13.6,"Regular",0.043902087,"Fruits and Vegetables",157.0946,6,"OUT017","Small","Tier 2","Supermarket Type1",5522.811
"V53","NC",8.27,"Low Fat",0.018797945,"Health and Hygiene",241.288,26,"OUT013","High","Tier 3","Supermarket Type1",5512.824
"Q33","FD",12.9878795546559,"Low Fat",0,"Snack Foods",151.6708,28,"OUT027","Medium","Tier 3","Supermarket Type3",4815.0656
"J54","NC",9.895,"Low Fat",0.060017128,"Household",230.8642,26,"OUT013","High","Tier 3","Supermarket Type1",4414.9198
"Y16","FD",12.867061281337,"Regular",0.16147714,"Frozen Foods",186.2266,28,"OUT019","Small","Tier 1","Grocery Store",1106.5596
"N07","NC",18.5,"Low Fat",0.033944698,"Others",129.9284,16,"OUT046","Small","Tier 1","Supermarket Type1",1054.6272
"O01","FD",21.1,"Regular",0.020803054,"Breakfast",129.7994,4,"OUT018","Medium","Tier 3","Supermarket Type2",1284.994
"P32","FD",6.65,"Low Fat",0.08816538,"Fruits and Vegetables",126.8678,6,"OUT017","Small","Tier 2","Supermarket Type1",1780.3492
"N07","NC",18.5,"Low Fat",0.034082974,"Others",130.9284,4,"OUT018","Medium","Tier 3","Supermarket Type2",1977.426
"N47","DR",11.4003278688525,"Low Fat",0.016745264,"Hard Drinks",180.766,28,"OUT027","Medium","Tier 3","Supermarket Type3",3056.022
"M18","NC",13,"Low Fat",0.083009876,"Household",61.1194,11,"OUT045","Small","Tier 2","Supermarket Type1",2352.9372
"D40","FD",13.4260689045936,"Regular",0.014721719,"Dairy",193.6162,28,"OUT027","Medium","Tier 3","Supermarket Type3",5195.2374
"W47","FD",15,"Low Fat",0.046375227,"Breads",122.8414,16,"OUT046","Small","Tier 1","Supermarket Type1",731.0484
"I45","FD",13.1,"Low Fat",0.037639672,"Fruits and Vegetables",175.6054,14,"OUT049","Medium","Tier 1","Supermarket Type1",1050.6324
"J46","FD",11.1,"Low Fat",0.04500603,"Snack Foods",174.0054,4,"OUT018","Medium","Tier 3","Supermarket Type2",2101.2648
"D38","FD",16.75,"Regular",0.013711274,"Canned",100.2674,15,"OUT010","Medium","Tier 3","Grocery Store",203.7348
"S37","FD",7.655,"Low Fat",0.032009653,"Canned",117.2492,11,"OUT045","Small","Tier 2","Supermarket Type1",2432.8332
"Y60","FD",10.5,"Regular",0.026424424,"Baking Goods",145.2128,11,"OUT045","Small","Tier 2","Supermarket Type1",3739.1328
"P13","FD",8.1,"Regular",0.134870732,"Canned",41.948,4,"OUT018","Medium","Tier 3","Supermarket Type2",199.74
"M28","FD",15.7,"Low Fat",0.045295529,"Frozen Foods",181.366,11,"OUT045","Small","Tier 2","Supermarket Type1",1977.426
"Y33","FD",14.5,"Regular",0.097750937,"Snack Foods",159.7262,6,"OUT017","Small","Tier 2","Supermarket Type1",5728.5432
"M54","NC",17.7,"Low Fat",0.05089667,"Household",125.5678,26,"OUT013","High","Tier 3","Supermarket Type1",1398.8458
"K04","FD",7.36,"Low Fat",0.052312034,"Frozen Foods",58.5588,16,"OUT046","Small","Tier 1","Supermarket Type1",801.6232
"I42","NC",18.75,"Low Fat",0.010363586,"Household",207.1954,9,"OUT035","Small","Tier 2","Supermarket Type1",1667.1632
"F45","FD",18.2,"Regular",0.012254429,"Fruits and Vegetables",59.9904,4,"OUT018","Medium","Tier 3","Supermarket Type2",644.4944
"N56","FD",5.46,"Regular",0.107223632,"Fruits and Vegetables",144.8786,14,"OUT049","Medium","Tier 1","Supermarket Type1",3323.0078
"R56","FD",15.5,"Regular",0.101335811,"Fruits and Vegetables",196.5768,6,"OUT017","Small","Tier 2","Supermarket Type1",3350.3056
"X40","FD",12.85,"Low Fat",0.098993139,"Frozen Foods",39.3164,16,"OUT046","Small","Tier 1","Supermarket Type1",540.6296
"B34","FD",15.25,"Low Fat",0.026760329,"Snack Foods",86.0198,6,"OUT017","Small","Tier 2","Supermarket Type1",2006.0554
"Y47","FD",8.6,"Regular",0.054594957,"Breads",130.531,11,"OUT045","Small","Tier 2","Supermarket Type1",1298.31
"B01","DR",7.39,"Low Fat",0.082170947,"Soft Drinks",190.953,26,"OUT013","High","Tier 3","Supermarket Type1",2466.789
"R51","FD",9.035,"Regular",0.173821519,"Meat",151.4708,11,"OUT045","Small","Tier 2","Supermarket Type1",2407.5328
"R48","FD",11.65,"Low Fat",0.131708682,"Baking Goods",152.3024,14,"OUT049","Medium","Tier 1","Supermarket Type1",1518.024
"Z25","FD",15.7,"Regular",0.027594064,"Canned",171.179,26,"OUT013","High","Tier 3","Supermarket Type1",1867.569
"J04","FD",18,"Low Fat",0.12470444,"Frozen Foods",120.3124,11,"OUT045","Small","Tier 2","Supermarket Type1",2725.7852
"G07","NC",13.3847364953887,"Low Fat",0.052247806,"Household",190.853,28,"OUT027","Medium","Tier 3","Supermarket Type3",4554.072
"B52","FD",17.75,"Low Fat",0.030559583,"Dairy",257.4672,4,"OUT018","Medium","Tier 3","Supermarket Type2",3835.008
"H14","FD",17.1,"Regular",0.046903482,"Canned",142.0838,11,"OUT045","Small","Tier 2","Supermarket Type1",2528.7084
"Y17","NC",18.2,"Low Fat",0.163096139,"Health and Hygiene",43.0086,16,"OUT046","Small","Tier 1","Supermarket Type1",758.3462
"X31","FD",20.35,"Regular",0,"Fruits and Vegetables",234.4958,11,"OUT045","Small","Tier 2","Supermarket Type1",1402.1748
"N12","FD",15.6,"Low Fat",0.081103929,"Baking Goods",112.3544,16,"OUT046","Small","Tier 1","Supermarket Type1",1006.6896
"G56","FD",13.3,"Regular",0.071743629,"Fruits and Vegetables",59.7536,4,"OUT018","Medium","Tier 3","Supermarket Type2",918.804
"P23","FD",6.71,"Low Fat",0.035731825,"Breads",218.3166,4,"OUT018","Medium","Tier 3","Supermarket Type2",5660.6316
"C47","FD",15,"Low Fat",0.119131749,"Snack Foods",226.9694,11,"OUT045","Small","Tier 2","Supermarket Type1",6851.082
"W25","FD",12.3057050092764,"Low Fat",0.037217847,"Canned",86.8224,28,"OUT027","Medium","Tier 3","Supermarket Type3",1448.7808
"R42","NC",9.105,"Low Fat",0.038559926,"Household",33.89,11,"OUT045","Small","Tier 2","Supermarket Type1",99.87
"O59","DR",11.8,"Low Fat",0.054238448,"Hard Drinks",75.4012,14,"OUT049","Medium","Tier 1","Supermarket Type1",986.7156
"T60","FD",12,"Low Fat",0.075856062,"Baking Goods",124.5388,4,"OUT018","Medium","Tier 3","Supermarket Type2",1733.7432
"E32","FD",20.7,"Low Fat",0.048957533,"Fruits and Vegetables",37.8506,4,"OUT018","Medium","Tier 3","Supermarket Type2",265.6542
"F21","FD",10.3,"Regular",0.059160135,"Fruits and Vegetables",191.553,6,"OUT017","Small","Tier 2","Supermarket Type1",6641.355
"X04","FD",19.6,"Regular",0.041536962,"Frozen Foods",46.0376,26,"OUT013","High","Tier 3","Supermarket Type1",527.3136
"C22","FD",6.89,"Regular",0,"Snack Foods",193.482,14,"OUT049","Medium","Tier 1","Supermarket Type1",2510.066
"D39","FD",16.7,"Low Fat",0.070297175,"Dairy",216.385,11,"OUT045","Small","Tier 2","Supermarket Type1",3678.545
"C36","DR",13,"Regular",0.044984874,"Soft Drinks",175.0054,16,"OUT046","Small","Tier 1","Supermarket Type1",1926.1594
